Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Ccy,Reason for not funded status
Fund08,Learn token engineering🥕elements,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvKr,4.72,268,54008494,0,19371720,34636774,YES,33400,NOT FUNDED,8700,USD,Over Budget
Fund08,Legislation in PA and Beyond,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvI0,4.27,144,34250775,0,12812599,21438176,YES,35000,NOT FUNDED,24720,USD,Over Budget
Fund08,Leveling Up Cardano Indonesia IG,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBujr,3.88,95,27949196,0,14745562,13203634,YES,6000,NOT FUNDED,1160,USD,Over Budget
Fund08,LEVERAGING NETWORKS IN AFRICA,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvgX,3.25,69,23105211,0,12180796,10924415,NO,9000,NOT FUNDED,113,USD,Approval Threshold
Fund08,Liberated Global Education,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBwvq,3.96,139,32014524,0,17635561,14378963,YES,60000,NOT FUNDED,7200,USD,Over Budget
Fund08,Licensing Remixed Music On-Chain,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvg8,3.92,111,50672523,0,7982071,42690452,YES,80000,NOT FUNDED,35334,USD,Over Budget
Fund08,Lifelong Learning certif+AtalaPRISM,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBu1z,3.86,99,30013530,0,4795241,25218289,NO,20000,NOT FUNDED,6608,USD,Approval Threshold
Fund08,"Link Start, the new social media",Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBu7D,3.67,79,25541572,0,14201397,11340175,YES,63000,NOT FUNDED,332,USD,Over Budget
Fund08,Liquidity Aggregator for Cardano,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvlJ,4.67,273,56858743,0,10255468,46603275,YES,76440,FUNDED,322740,USD,
Fund08,Littlecube Valley (game project),Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvQ1,4,108,26105766,0,19595349,6510417,YES,50000,NOT FUNDED,803,USD,Over Budget
Fund08,Littlefish - Coordinating Action,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwu4,4.67,205,62807544,0,7705190,55102354,YES,43500,FUNDED,836980,USD,
Fund08,Live streaming Music NFTMarketplace,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuom,2.94,102,30793316,0,20111744,10681572,YES,100000,NOT FUNDED,2000,USD,Over Budget
Fund08,Liverpool Cardano Philosophy Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwMB,4.5,162,53246081,0,6327460,46918621,YES,18600,FUNDED,175875,USD,
Fund08,Living Waters Costa Rica,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBw6J,2.13,87,22992605,0,15129107,7863498,YES,20000,NOT FUNDED,6141,USD,Over Budget
Fund08,Lobby International & SA Bank Regs,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvwH,3.39,84,24530607,0,12942664,11587943,YES,47500,NOT FUNDED,6720,USD,Over Budget
Fund08,Localize iohk.io for vietnamese,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBwAT,4.62,228,61851455,0,4671458,57179997,YES,21331,FUNDED,6249,USD,Funded by leftovers
Fund08,Logyq Protocol: blockchain tracking,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvI6,4.67,193,94129525,0,4404490,89725035,YES,44900,FUNDED,593100,USD,
Fund08,Lokole/Cardano community Networks,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvcT,4.4,130,27700806,0,18870052,8830754,YES,45000,NOT FUNDED,113,USD,Over Budget
Fund08,Lokole/Cardano community Networks,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvYm,4.41,194,32741105,0,21239177,11501928,YES,45000,NOT FUNDED,7200,USD,Over Budget
Fund08,LOOZR,DApps and Integrations,https://app.ideascale.com/t/UM5UZBv6t,3.2,100,26039794,0,24115764,1924030,NO,350000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Los Ángeles Cardano Community,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvnr,3.37,79,23420255,0,16214214,7206041,YES,3600,NOT FUNDED,332,USD,Over Budget
Fund08,Low Cost Node Hardware - Revelar,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBw2Y,4.83,487,87740235,0,10582657,77157578,YES,7500,FUNDED,504818,USD,
Fund08,Loxe Inc. Plutus Internship Cont.,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBw1M,4.6,146,39830089,0,9958861,29871228,YES,9000,NOT FUNDED,5532,USD,Over Budget
Fund08,Loxe Inc. Web Dev Internship,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBw1Y,4.67,169,45189531,0,11648869,33540662,YES,9000,NOT FUNDED,5532,USD,Over Budget
Fund08,Loxe Inc. Web HR Internship,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBw1g,4.5,144,34949180,0,13415869,21533311,YES,9000,NOT FUNDED,5532,USD,Over Budget
Fund08,Loyalty Point for Developers,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBw4f,2.21,297,30266393,0,38899821,-8633428,NO,100000,NOT FUNDED,4773,USD,Approval Threshold
Fund08,MADAO New Mexico Ambassador program,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvhS,2.83,81,22680795,0,12888699,9792096,NO,8000,NOT FUNDED,6141,USD,Approval Threshold
Fund08,MADAO: Mutual Aid DAO User Client,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvgo,3.28,86,19805143,0,15732544,4072599,NO,17000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,MAKE CONTENT MORE FUN TO LEARN EASY,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBuzl,4.41,163,27062172,0,17522756,9539416,YES,5200,NOT FUNDED,2700,USD,Over Budget
Fund08,Make learn Cardano easier,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBwwH,4.27,127,31534080,0,15506323,16027757,YES,27460,FUNDED,34755,USD,
Fund08,Marketplace for artists,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwqP,1.6,352,24585468,0,40541429,-15955961,NO,39840,NOT FUNDED,4773,USD,Approval Threshold
Fund08,Marketplace for Artists,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwxn,2.11,91,22648086,0,16059490,6588596,YES,39840,NOT FUNDED,6141,USD,Over Budget
Fund08,Marlowe for Financial Markets,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBw6R,4.56,227,45261230,0,14015787,31245443,YES,14000,FUNDED,191215,USD,
Fund08,Mass Cardano Education for Students,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwea,4.33,158,37671813,0,13435301,24236512,YES,26000,NOT FUNDED,113,USD,Over Budget
Fund08,Matrix Development Integrations,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvHP,2.33,96,24834251,0,20634841,4199410,YES,89000,NOT FUNDED,1000,USD,Over Budget
Fund08,Medical Research based ADA,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBv4D,1.38,95,22699059,0,18588028,4111031,YES,25000,NOT FUNDED,5464,USD,Over Budget
Fund08,Medusa Wallet,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvQM,4.42,179,31166331,0,17724887,13441444,YES,45000,NOT FUNDED,2000,USD,Over Budget
Fund08,member onboarding gamer recruitment,New Member Onboarding,https://app.ideascale.com/t/UM5UZBu3w,2,98,16095579,0,20123292,-4027713,NO,50000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,Mentalyse: Learn through fun,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvQy,4.67,388,75673570,0,8494729,67178841,YES,39000,FUNDED,293100,USD,
Fund08,Mentor-mentee Bounties & eLearning,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBuyE,4.81,1574,227821075,0,23778876,204042199,YES,90000,FUNDED,807000,USD,
Fund08,Mentoring Africa to Success,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvgh,4.64,242,60652343,0,1641668,59010675,YES,9860,FUNDED,93460,USD,
Fund08,Mentorship Incentivization DAO,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBwwz,4.21,127,45884450,0,5017638,40866812,YES,8500,FUNDED,314015,USD,
Fund08,Merchandise Store pricing in ADA,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw0k,4.92,675,137726985,0,8585321,129141664,YES,40000,FUNDED,860000,USD,
Fund08,Mesh Network-Konma Xperience Center,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvMu,3.67,89,23403115,0,12516873,10886242,NO,45000,NOT FUNDED,6141,USD,Approval Threshold
Fund08,"METACARWARS, P2E Staking NFT",Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvvf,3.33,85,23164658,0,17041330,6123328,YES,25000,NOT FUNDED,803,USD,Over Budget
Fund08,Metadata Dictionary,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBunM,2.8,94,17045855,0,16772195,273660,NO,185000,NOT FUNDED,1755,USD,Approval Threshold
Fund08,MetaDID experiment × Aizu Lab,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvqD,2.39,162,93921638,0,21077105,72844533,YES,50000,FUNDED,81375,USD,
Fund08,Metahagane - NFT Trading Card Game.,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvJy,3.7,88,28126626,0,12447283,15679343,YES,9999,NOT FUNDED,1683,USD,Over Budget
Fund08,METAVERS OF PLAY-TO-ENTERTAIN GAMER,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBuxT,4.75,591,90126474,0,19101708,71024766,YES,137417,FUNDED,151333,USD,
Fund08,Metaverse Builder with NFT Boosting,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwtU,4.33,148,25436605,0,22594702,2841903,NO,254510,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Microfinance on chain 3.0,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBurv,4.38,331,84610288,0,5520047,79090241,YES,16000,FUNDED,536800,USD,
Fund08,Migrate nano-credits to Cardano,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvAa,4.59,192,50247862,0,8142342,42105520,YES,24870,FUNDED,10464,USD,
Fund08,Migrating from ETH: Newcomer Setup,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBwRJ,4.4,315,56548589,0,3059545,53489044,YES,11700,FUNDED,1800,USD,
Fund08,Migration of Mobile AR MMORPG,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvjD,4.17,124,31051878,0,15337305,15714573,YES,94000,NOT FUNDED,1683,USD,Over Budget
Fund08,Milkomeda accelerator batch #2,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBvrF,2.05,269,89251675,0,10487144,78764531,YES,75000,FUNDED,308000,USD,
Fund08,Milkomeda docker fullnode setup,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvqd,4,387,179320478,0,8096018,171224460,YES,15000,FUNDED,959800,USD,
Fund08,Milkomeda for Cardano unity assets,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvuN,4.07,273,115809649,0,6133700,109675949,YES,13200,FUNDED,432750,USD,
Fund08,Milkomeda Game,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvqS,1.39,236,124448670,0,19453736,104994934,YES,40000,FUNDED,2002450,USD,
Fund08,Milkomeda Hackathon,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvqw,3,260,149690046,0,14708558,134981488,YES,45000,FUNDED,455000,USD,
Fund08,Milkomeda Mobile,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvqa,3.42,328,165972917,0,8625340,157347577,YES,25000,FUNDED,2259650,USD,
Fund08,Milkomeda token bridge explorer,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBvqj,3,532,192496502,0,18694574,173801928,YES,50000,FUNDED,625334,USD,
Fund08,MinConnect,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvaq,2.25,82,22488204,0,16922659,5565545,YES,30000,NOT FUNDED,5464,USD,Over Budget
Fund08,Mini Proposal Workshops,New Member Onboarding,https://app.ideascale.com/t/UM5UZBw6q,4.02,101,22653688,0,12242533,10411155,NO,5184,NOT FUNDED,17128,USD,Approval Threshold
Fund08,Mining traceability in a war zone,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvjf,4.38,221,38616186,0,11989468,26626718,YES,25000,NOT FUNDED,7200,USD,Over Budget
Fund08,"MLabs - ""The Universal Joint""",Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBujt,4.07,175,45407066,0,22591788,22815278,YES,25000,NOT FUNDED,14700,USD,Over Budget
Fund08,MLabs - Cardano-Tx-Lib for web3,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBukv,4.3,533,125773037,0,5940951,119832086,YES,71000,FUNDED,364754,USD,
Fund08,MLabs - Spec DSL for dApp Security,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBujq,4.46,390,120881105,0,4396242,116484863,YES,72000,FUNDED,712600,USD,
Fund08,Mobile Cardano based crafting game,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBu9E,3,91,25756513,0,14402352,11354161,YES,3000,NOT FUNDED,803,USD,Over Budget
Fund08,Mobile In-App Wallet (RN) ??,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvXF,3.28,145,34463440,0,14788024,19675416,YES,10000,NOT FUNDED,8700,USD,Over Budget
Fund08,Mobilize : Grass-root activism,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvkA,3.86,113,40009600,0,4123478,35886122,YES,20500,FUNDED,157170,USD,
Fund08,Model ICT Hub for Deprived Students,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwlf,4.43,116,22999653,0,16284019,6715634,YES,24000,NOT FUNDED,6141,USD,Over Budget
Fund08,Modern Hospital Management System,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvpB,3.96,208,51345222,0,10247192,41098030,YES,63500,FUNDED,37600,USD,
Fund08,Monaco Streaming Film Festival 2022,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvQ3,2.56,90,20523087,0,13387089,7135998,NO,9700,NOT FUNDED,2700,USD,Approval Threshold
Fund08,Money Remittance and Lending,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwaw,2.87,80,22680055,0,15621615,7058440,YES,80000,NOT FUNDED,332,USD,Over Budget
Fund08,Multipurpose Cadastre Blockchain,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBw6G,3.76,112,29398754,0,12531738,16867016,YES,18000,NOT FUNDED,7200,USD,Over Budget
Fund08,MUSEVERSE: Music into the Metaverse,DApps and Integrations,https://app.ideascale.com/t/UM5UZBul3,3.67,100,29652884,0,10630591,19022293,YES,57000,NOT FUNDED,2000,USD,Over Budget
Fund08,Music live NFT platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvp4,2.08,171,93912426,0,31094985,62817441,YES,100000,FUNDED,1112340,USD,
Fund08,Native Tokens Integration,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBut5,1.17,213,31302530,0,28508532,2793998,NO,100000,NOT FUNDED,130,USD,Approval Threshold
Fund08,Networking Events Africa Extended,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvl0,4.17,81,17006097,0,14859687,2146410,NO,24000,NOT FUNDED,113,USD,Approval Threshold
Fund08,"Networking Events Bombay, India","Grow India, Grow Cardano",https://app.ideascale.com/t/UM5UZBvoq,3.44,103,23417958,0,14815401,8602557,YES,18000,NOT FUNDED,1062,USD,Over Budget
Fund08,Networking Events LatAm EXT,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBvoE,4,110,33160997,0,15164774,17996223,YES,30000,NOT FUNDED,6141,USD,Over Budget
Fund08,Networking/promotional events Japan,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBvng,2.9,79,23276785,0,13052989,10223796,NO,15000,NOT FUNDED,1160,USD,Approval Threshold
Fund08,NEURALPRINT: Neural ID's & NFT's,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvYu,4.33,129,64827984,0,7613112,57214872,YES,99850,FUNDED,142757,USD,
Fund08,Neuro tools for teams & growth,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvMa,4.78,281,73868307,0,11873458,61994849,YES,123760,FUNDED,954580,USD,
Fund08,New Catalyst operation pattern,New Member Onboarding,https://app.ideascale.com/t/UM5UZBvVo,2.14,75,13918490,0,15815406,-1896916,NO,9999,NOT FUNDED,11128,USD,Approval Threshold
Fund08,New Members Engagement 2- AIM,New Member Onboarding,https://app.ideascale.com/t/UM5UZBvgj,4.5,151,31836393,0,6287733,25548660,YES,29000,NOT FUNDED,22128,USD,Over Budget
Fund08,NFC Play to earn cloths battle game,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvwU,2.79,84,22547697,0,17676274,4871423,YES,10000,NOT FUNDED,803,USD,Over Budget
Fund08,NFT - Proof of Authenticity,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBviE,4.07,129,25875838,0,7516486,18359352,NO,42600,NOT FUNDED,28668,USD,Approval Threshold
Fund08,NFT as an event ticket,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvee,1.67,111,15054317,0,18979067,-3924750,NO,175000,NOT FUNDED,1755,USD,Approval Threshold
Fund08,NFT Battle Royale Game for Cardano,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBuxL,3.57,140,29831821,0,16543526,13288295,YES,100000,NOT FUNDED,1683,USD,Over Budget
Fund08,NFT Bids - Powered by Balou,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw0F,3.33,85,19821021,0,15669477,4151544,NO,20000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,NFT Content Delivery as a Service,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBw13,4.77,1340,214272423,0,13501279,200771144,YES,76886,FUNDED,730114,USD,
Fund08,NFT Devs Bridge to Project Catalyst,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBw3B,3.78,93,25306133,0,6645702,18660431,NO,8000,NOT FUNDED,14700,USD,Approval Threshold
Fund08,NFT exhibition space in Cardano,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw7H,3.44,97,23350355,0,23320374,29981,NO,146000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,NFT Fighters: Cross-Chain Gaming,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBusk,3.33,132,29665427,0,23679402,5986025,YES,37000,NOT FUNDED,130,USD,Over Budget
Fund08,NFT Guild: Cardano NFT Reports,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvPm,3.33,143,28890240,0,20227144,8663096,YES,56277,NOT FUNDED,700,USD,Over Budget
Fund08,NFT marketplace builder platform,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBw6Y,3.93,218,84163263,0,7537361,76625902,YES,100000,FUNDED,208000,USD,
Fund08,NFT marketplace enabling P2P DeFI,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvnv,1.75,118,22564781,0,26453636,-3888855,NO,650000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,NFT Multiverse Marketplace,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvx1,3.17,109,22645148,0,25580090,-2934942,NO,180000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,NFT Platform for business cases,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvex,4.53,241,53846654,0,14568982,39277672,YES,120000,NOT FUNDED,7400,USD,Over Budget
Fund08,NFT Search Engine on Cardano,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBuo9,3.73,90,34532422,0,8721002,25811420,YES,35000,NOT FUNDED,5532,USD,Over Budget
Fund08,NFT Speakeazy Hospitality Growth,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBwcm,3.33,80,23114350,0,15420454,7693896,YES,25000,NOT FUNDED,5464,USD,Over Budget
Fund08,NFT Speakeazy Onboarding Bar,New Member Onboarding,https://app.ideascale.com/t/UM5UZBw2T,2.54,75,14067115,0,13500056,567059,NO,17000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,NFT Swap Infrastructure Templates 1,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBuz5,4.83,489,88003708,0,14436802,73566906,YES,49098,FUNDED,431720,USD,
Fund08,NFT Verification Tool,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvDx,4.11,209,54857547,0,8611400,46246147,YES,29000,FUNDED,35850,USD,
Fund08,NFT Vinyls paying musicians forever,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBw2A,3.94,112,24405641,0,23346666,1058975,NO,50000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,NFT-Guild: NFT Royalty Standards,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvit,4.42,130,33043269,0,15064722,17978547,YES,29000,FUNDED,62215,USD,
Fund08,NFT3D Live 3D Interactive Metaverse,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBu3H,4.28,107,44466725,0,4584569,39882156,YES,25000,FUNDED,73082,USD,
Fund08,NFTPass: Atala DID Integration,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBv7P,3.94,116,27652425,0,13085869,14566556,YES,50000,NOT FUNDED,6608,USD,Over Budget
Fund08,NFTPass: NFT Ticketing Solution,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvyO,4.42,147,49568564,0,3071191,46497373,YES,50000,FUNDED,35334,USD,
Fund08,NGO transparency,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBwd6,4.89,820,138049356,0,12000524,126048832,YES,48500,FUNDED,640400,USD,
Fund08,NITI: a new design for exchanges,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvm1,3.13,76,23058841,0,13335298,9723543,NO,65000,NOT FUNDED,10464,USD,Approval Threshold
Fund08,No more rug pull,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBwMS,2.2,111,22819636,0,18751147,4068489,YES,120000,NOT FUNDED,803,USD,Over Budget
